Compound	m.z	Method	High.Confidence.Annotation	Compound.Name	HMDB	KEGG
C18n_QI17__myristoleate	225.1855	C18-neg	TRUE	Myristoleic acid	HMDB0002000	C08322
HILp_QI2598__methionine sulfoxide	166.0537	HILIC-pos	TRUE	Methionine sulfoxide	HMDB0002005	C02989
HILp_TF39__C4 carnitine	232.1547	HILIC-pos	TRUE	Butyrylcarnitine	HMDB0002013	C02862
HILp_QI11143__C14:1 carnitine	370.2959	HILIC-pos	TRUE	cis-5-Tetradecenoylcarnitine	HMDB0002014	NA
HILp_TF40__imidazoleacetic acid	127.0506	HILIC-pos	TRUE	Imidazoleacetic acid	HMDB0002024	C02835
HILp_QI1093__N-acetylputrescine	131.1184	HILIC-pos	TRUE	N-Acetylputrescine	HMDB0002064	C02714
C18n_QI44__13-docosenoate	337.3115	C18-neg	TRUE	Erucic acid	HMDB0002068	C08316
C18n_QI84__palmitoylethanolamide	344.2808	C18-neg	TRUE	Palmitoylethanolamide	HMDB0002100	C16512
C8p_QI47__palmithoylethanolamide	300.2896	C8-pos	TRUE	Palmitoylethanolamide	HMDB0002100	C16512
C18n_QI80__carnosol	329.1759	C18-neg	TRUE	Carnosol	HMDB0002121	C09069
HILn_QI2__1-3-7-trimethylurate	209.0682	HILIC-neg	TRUE	1,3,7-Trimethyluric acid	HMDB0002123	C16361
HILp_TF50__N1,N12-diacetylspermine	287.2445	HILIC-pos	TRUE	N1,N12-Diacetylspermine	HMDB0002172	C03413
C18n_QI41__docosahexaenoate	327.2336	C18-neg	TRUE	Docosahexaenoic acid	HMDB0002183	C06429
C18n_TF2__3-hydroxydecanoate	187.134	C18-neg	TRUE	3-Hydroxycapric acid	HMDB0002203	NA
C18n_QI39__arachidate	311.2958	C18-neg	TRUE	Arachidic acid	HMDB0002212	C06425
C18n_QI43__adrenate	331.2645	C18-neg	TRUE	Adrenic acid	HMDB0002226	C16527
C18n_QI38__eicosenoate	309.2801	C18-neg	TRUE	Eicosenoic acid	HMDB0002231	C16526
HILp_QI10330__C12 carnitine	344.2803	HILIC-pos	TRUE	Dodecanoylcarnitine	HMDB0002250	NA
HILn_QI67__heptadecanoate	269.2484	HILIC-neg	TRUE	Heptadecanoic acid	HMDB0002259	NA
C18n_QI19__hydroxymyristate	243.1964	C18-neg	TRUE	2-Hydroxymyristic acid	HMDB0002261	NA
HILp_QI1508__imidazole propionate	141.0662	HILIC-pos	TRUE	Imidazolepropionic acid	HMDB0002271	C20522
HILn_QI74__indole-3-propionate	188.0718	HILIC-neg	TRUE	Indole-3-propionic acid	HMDB0002302	NA
HILn_QI73__imidazolelactate	155.0462	HILIC-neg	TRUE	Imidazolelactic acid	HMDB0002320	C05132
HILp_TF46__cadaverine	103.1237	HILIC-pos	TRUE	Cadaverine	HMDB0002322	C01672
HILn_TF13__oxalate	88.988	HILIC-neg	TRUE	Oxalic acid	HMDB0002329	C00209
C18n_QI46__oleanate	455.3534	C18-neg	TRUE	Oleanolic acid	HMDB0002364	C17148
C18n_QI89__nervonic acid	365.3424	C18-neg	TRUE	Nervonic acid	HMDB0002368	C08323
C18n_QI47__masilinate	471.3481	C18-neg	TRUE	Maslinic acid	HMDB0002392	C16939
C8p_QI06__C18:1 LPC	522.3553	C8-pos	FALSE	LysoPC(18:1(9Z))	HMDB0002815	C04230
HILp_QI15155__C18:1 LPC	522.3569	HILIC-pos	FALSE	LysoPC(18:1(9Z))	HMDB0002815	C04230
HILp_TF42__methylimidazole acetic acid	141.0661	HILIC-pos	TRUE	Methylimidazoleacetic acid	HMDB0002820	C05828
C18n_QI36__eicosatrienoate	305.2489	C18-neg	TRUE	8,11,14-Eicosatrienoic acid	HMDB0002925	C03242
HILn_QI111__shikimate	173.0457	HILIC-neg	TRUE	Shikimic acid	HMDB0003070	C00493
C18n_QI20__palmitoleate	253.2174	C18-neg	TRUE	Palmitoleic acid	HMDB0003229	C08362
HILp_TF16__nicotinuric acid	181.0612	HILIC-pos	TRUE	Nicotinuric acid	HMDB0003269	C05380
HILp_QI2602__1-methylguanine	166.0728	HILIC-pos	TRUE	1-Methylguanine	HMDB0003282	C04152
HILp_QI7860__8-hydroxy-deoxyguanosine	284.0996	HILIC-pos	TRUE	8-Hydroxy-deoxyguanosine	HMDB0003333	NA
HILn_QI59__glutamate	146.046	HILIC-neg	TRUE	D-Glutamic acid	HMDB0003339	C00217
HILn_QI47__dihydroorotate	157.0256	HILIC-neg	TRUE	L-Dihydroorotic acid	HMDB0003349	C00337
HILp_QI2965__N-acetylornithine	175.108	HILIC-pos	TRUE	N-Acetylornithine	HMDB0003357	C00437
HILp_TF44__histidinol	142.0978	HILIC-pos	TRUE	L-Histidinol	HMDB0003431	C00860
HILp_TF36__alanylalanine	161.0924	HILIC-pos	FALSE	D-Alanyl-D-alanine	HMDB0003459	C00993
HILp_QI1750__4-guanidinobutanoic acid	146.0928	HILIC-pos	TRUE	4-Guanidinobutanoic acid	HMDB0003464	C01035
HILp_QI10472__21-deoxycortisol	347.2221	HILIC-pos	TRUE	21-Deoxycortisol	HMDB0004030	C05497
C18n_QI77__4-hydroxystyrene	119.049	C18-neg	TRUE	4-Hydroxystyrene	HMDB0004072	C05627
C18n_QI88__urobilin	593.334	C18-neg	TRUE	L-Urobilin	HMDB0004159	C05793
HILp_TF20__urobilin	595.3493	HILIC-pos	TRUE	L-Urobilin	HMDB0004159	C05793
HILp_QI20478__urobilin	595.3502	HILIC-pos	FALSE	D-Urobilin	HMDB0004161	C05795
HILp_QI2014__N1-methyl-2-pyridone-5-carboxamide	153.0662	HILIC-pos	TRUE	N1-Methyl-2-pyridone-5-carboxamide	HMDB0004193	C05842
HILp_QI7751__2'-O-methyladenosine	282.1202	HILIC-pos	TRUE	2'-O-Methyladenosine	HMDB0004326	C04779
HILp_QI3985__5-acetylamino-6-amino-3-methyluracil	199.083	HILIC-pos	TRUE	5-Acetylamino-6-amino-3-methyluracil	HMDB0004400	C16366
HILn_QI19__5-acetylamino-6-amino-3-methyluracil	197.0682	HILIC-neg	TRUE	5-Acetylamino-6-amino-3-methyluracil	HMDB0004400	C16366
HILp_TF13__phytosphingosine	318.3007	HILIC-pos	TRUE	Phytosphingosine	HMDB0004610	C12144
HILp_QI4793__N-alpha-acetylarginine	217.1298	HILIC-pos	FALSE	N-a-Acetyl-L-arginine	HMDB0004620	NA
C18n_QI07__9.10-diHOME	313.2387	C18-neg	TRUE	9,10-DHOME	HMDB0004704	C14828
C18n_QI06__12.13-diHOME	313.2387	C18-neg	TRUE	12,13-DHOME	HMDB0004705	C14829
HILp_QI9142__N2,N2-dimethylguanosine	312.1291	HILIC-pos	TRUE	N2,N2-Dimethylguanosine	HMDB0004824	NA
HILp_QI1646__proline betaine	144.1023	HILIC-pos	TRUE	Stachydrine	HMDB0004827	C10172
C8p_QI50__C16:0 Ceramide (d18:1)	538.5196	C8-pos	TRUE	Ceramide (d18:1/16:0)	HMDB0004949	C00195
C8p_QI51__C22:0 Ceramide (d18:1)	622.6134	C8-pos	TRUE	Ceramide (d18:1/22:0)	HMDB0004952	C00195
C8p_QI53__C24:1 Ceramide (d18:1)	648.6289	C8-pos	FALSE	Cer(d18:1/24:1(15Z))	HMDB0004953	C00195
C8p_QI52__C24:0 Ceramide (d18:1)	650.6444	C8-pos	TRUE	Ceramide (d18:1/24:0)	HMDB0004956	C00195
HILn_QI56__gabapentin	170.1188	HILIC-neg	TRUE	Gabapentin	HMDB0005015	NA
HILp_QI2874__gabapentin	172.1336	HILIC-pos	TRUE	Gabapentin	HMDB0005015	NA
C18n_QI72__cetrizine	387.1481	C18-neg	TRUE	Cetirizine	HMDB0005032	C07778
C18n_QI37__eicosadienoate	307.2644	C18-neg	TRUE	Eicosadienoic acid	HMDB0005060	C16525
HILp_QI12494__C18:1 carnitine	426.3586	HILIC-pos	TRUE	Oleoylcarnitine	HMDB0005065	NA
HILp_QI11212__C14 carnitine	372.3116	HILIC-pos	TRUE	Tetradecanoylcarnitine	HMDB0005066	NA
C8p_QI146__C48:0 TAG	829.7254	C8-pos	FALSE	TG(16:0/16:0/16:0)	HMDB0005356	NA
C8p_QI159__C50:0 TAG	857.7563	C8-pos	FALSE	TG(16:0/16:0/18:0)	HMDB0005357	C00422
C8p_QI144__C48:1 TAG	827.7099	C8-pos	FALSE	TG(16:0/16:0/16:1(9Z))	HMDB0005359	C00422
C8p_QI157__C50:1 TAG	855.7404	C8-pos	FALSE	TG(16:0/16:0/18:1(9Z))	HMDB0005360	C00422
C8p_QI163__C51:2 TAG	867.7401	C8-pos	FALSE	TG(16:0/16:0/18:2(9Z,12Z))	HMDB0005362	C00422
C8p_QI174__C52:4 TAG	877.7251	C8-pos	FALSE	TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))	HMDB0005363	C00422
C8p_QI182__C52:0 TAG	885.7882	C8-pos	FALSE	TG(16:0/18:0/18:0)	HMDB0005365	C00422
C8p_QI180__C52:1 TAG	883.7721	C8-pos	FALSE	TG(16:0/18:0/18:1(9Z))	HMDB0005367	C00422
C8p_QI178__C52:2 TAG	881.7564	C8-pos	FALSE	TG(16:0/18:0/18:2(9Z,12Z))	HMDB0005369	C00422
C8p_QI191__C54:4 TAG	905.7562	C8-pos	FALSE	TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))	HMDB0005370	C00422
C8p_QI142__C48:2 TAG	825.6942	C8-pos	FALSE	TG(16:0/16:1(9Z)/16:1(9Z))	HMDB0005376	C00422
C8p_QI155__C50:2 TAG	853.7251	C8-pos	FALSE	TG(16:0/16:1(9Z)/18:1(9Z))	HMDB0005377	C00422
C8p_QI172__C52:5 TAG	875.7095	C8-pos	FALSE	TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))	HMDB0005380	C00422
C8p_QI176__C52:3 TAG	879.7408	C8-pos	FALSE	TG(16:0/18:1(9Z)/18:2(9Z,12Z))	HMDB0005384	C00422
C8p_QI189__C54:5 TAG	903.7406	C8-pos	FALSE	TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))	HMDB0005385	C00422
C8p_QI187__C54:6 TAG	901.7243	C8-pos	FALSE	TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))	HMDB0005391	C00422
C8p_QI197__C54:1 TAG	911.8037	C8-pos	FALSE	TG(18:0/18:0/18:1(9Z))	HMDB0005395	C00422
C8p_QI209__C56:1 TAG	939.8351	C8-pos	FALSE	TG(18:0/18:0/20:1(11Z))	HMDB0005396	C00422
C8p_QI203__C56:4 TAG	933.7877	C8-pos	FALSE	TG(18:0/18:0/20:4(5Z,8Z,11Z,14Z))	HMDB0005398	C00422
C8p_QI195__C54:2 TAG	909.7875	C8-pos	FALSE	TG(18:0/18:1(9Z)/18:1(9Z))	HMDB0005403	C00422
C8p_QI207__C56:2 TAG	937.817	C8-pos	FALSE	TG(18:0/18:1(9Z)/20:1(11Z))	HMDB0005404	C00422
C8p_QI193__C54:3 TAG	907.7721	C8-pos	FALSE	TG(18:0/18:1(9Z)/18:2(9Z,12Z))	HMDB0005405	C00422
C8p_QI205__C56:3 TAG	935.8034	C8-pos	FALSE	TG(18:0/18:2(9Z,12Z)/20:1(11Z))	HMDB0005410	C00422
C8p_QI140__C48:3 TAG	823.6786	C8-pos	FALSE	TG(16:1(9Z)/16:1(9Z)/16:1(9Z))	HMDB0005432	NA
C8p_QI153__C50:3 TAG	851.7094	C8-pos	FALSE	TG(16:1(9Z)/16:1(9Z)/18:1(9Z))	HMDB0005433	C00422
C8p_QI151__C50:4 TAG	849.694	C8-pos	FALSE	TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z))	HMDB0005435	C00422
C8p_QI170__C52:6 TAG	873.694	C8-pos	FALSE	TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))	HMDB0005436	C00422
C8p_QI201__C56:6 TAG	929.755	C8-pos	FALSE	TG(18:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))	HMDB0005456	C00422
C8p_QI200__C56:7 TAG	927.7399	C8-pos	FALSE	TG(18:1(9Z)/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))	HMDB0005462	C00422
C8p_QI211__C58:10 TAG	949.7261	C8-pos	FALSE	TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))	HMDB0005476	C00422
HILp_TF8__3'-O-methyladenosine	282.1202	HILIC-pos	TRUE	3'-O-Methyladenosine	HMDB0006023	NA
HILp_TF22__N-acetylglutamine	189.0874	HILIC-pos	TRUE	N-Acetylglutamine	HMDB0006029	NA
C18n_QI92__13-cis-retinoic acid	299.2016	C18-neg	TRUE	13-cis-Retinoic acid	HMDB0006219	C07058
HILn_QI98__phenylacetylglutamine	263.1038	HILIC-neg	TRUE	Phenylacetylglutamine	HMDB0006344	C04148
HILp_QI13219__C20 carnitine	456.4054	HILIC-pos	TRUE	Arachidyl carnitine	HMDB0006460	NA
HILp_QI12459__C18:2 carnitine	424.3429	HILIC-pos	TRUE	Linoleyl carnitine	HMDB0006469	NA
C8p_QI63__C14:0 CE	619.5426	C8-pos	TRUE	CE(14:0)	HMDB0006725	NA
C8p_QI78__C20:4 CE	695.5734	C8-pos	TRUE	CE(20:4(5Z,8Z,11Z,14Z))	HMDB0006726	C02530
C8p_QI86__C22:4 CE	723.6048	C8-pos	FALSE	CE(22:4(7Z,10Z,13Z,16Z))	HMDB0006729	C02530
C8p_QI76__C20:5 CE	693.5576	C8-pos	TRUE	CE(20:5(5Z,8Z,11Z,14Z,17Z)	HMDB0006731	C02530
C8p_QI82__C22:6 CE	719.5733	C8-pos	TRUE	CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z))	HMDB0006733	C02530
C8p_QI80__C20:3 CE	697.589	C8-pos	FALSE	CE(20:3(8Z,11Z,14Z))	HMDB0006736	C02530
C8p_QI95__C30:0 DAG	563.4649	C8-pos	FALSE	DG(14:0/16:0/0:0)	HMDB0007011	NA
C8p_QI100__C32:0 DAG	591.4961	C8-pos	FALSE	DG(16:0/16:0/0:0)	HMDB0007098	C00165
C8p_QI98__C32:1 DAG	589.481	C8-pos	FALSE	DG(16:0/16:1(9Z)/0:0)	HMDB0007099	C00165
C8p_QI107__C34:0 DAG	619.5271	C8-pos	FALSE	DG(16:0/18:0/0:0)	HMDB0007100	C00165
C8p_QI105__C34:1 DAG	617.5115	C8-pos	FALSE	DG(16:0/18:1(9Z)/0:0)	HMDB0007102	C13861
C8p_QI103__C34:2 DAG	615.4957	C8-pos	FALSE	DG(16:0/18:2(9Z,12Z)/0:0)	HMDB0007103	C00165
C8p_QI96__C32:2 DAG	587.4654	C8-pos	FALSE	DG(16:1(9Z)/16:1(9Z)/0:0)	HMDB0007128	C00165
C8p_QI101__C34:3 DAG	613.4803	C8-pos	FALSE	DG(16:1(9Z)/18:2(9Z,12Z)/0:0)	HMDB0007132	C00165
C8p_QI114__C36:0 DAG	647.5584	C8-pos	FALSE	DG(18:0/18:0/0:0)	HMDB0007158	C00165
C8p_QI118__C38:5 DAG	665.5114	C8-pos	FALSE	DG(18:1(11Z)/20:4(5Z,8Z,11Z,14Z)/0:0)	HMDB0007199	NA
C8p_QI112__C36:1 DAG	645.5428	C8-pos	FALSE	DG(18:1(9Z)/18:0/0:0)	HMDB0007216	NA
C8p_QI110__C36:2 DAG	643.5268	C8-pos	FALSE	DG(18:1(9Z)/18:1(9Z)/0:0)	HMDB0007218	C00165
C8p_QI108__C36:3 DAG	641.5111	C8-pos	FALSE	DG(18:1(9Z)/18:2(9Z,12Z)/0:0)	HMDB0007219	C00165
C8p_QI116__C36:4 DAG	639.4956	C8-pos	FALSE	DG(18:2(9Z,12Z)/18:2(9Z,12Z)/0:0)	HMDB0007248	C00165
C8p_QI20__C30:0 PC	706.5373	C8-pos	FALSE	PC(14:0/16:0)	HMDB0007869	C00157
C8p_QI22__C32:0 PC	734.5689	C8-pos	FALSE	PC(14:0/18:0)	HMDB0007871	C00157
C8p_QI21__C32:1 PC	732.5538	C8-pos	FALSE	PC(14:0/18:1(9Z))	HMDB0007873	C00157
C8p_QI26__C34:0 PC	762.5999	C8-pos	FALSE	PC(16:0/18:0)	HMDB0007970	C00157
C8p_QI25__C34:1 PC	760.5847	C8-pos	FALSE	PC(16:0/18:1(9Z))	HMDB0007972	C00157
C8p_QI24__C34:2 PC	758.5683	C8-pos	FALSE	PC(16:0/18:2(9Z,12Z))	HMDB0007973	C00157
C8p_QI27__C36:4 PC-A	782.568	C8-pos	FALSE	PC(16:0/20:4(8Z,11Z,14Z,17Z))	HMDB0007983	C00157
C8p_QI32__C38:6 PC	806.5683	C8-pos	FALSE	PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	HMDB0007991	C00157
C8p_QI23__C34:3 PC	756.5521	C8-pos	FALSE	PC(16:1(9Z)/18:2(9Z,12Z))	HMDB0008006	C00157
C8p_QI31__C36:1 PC	788.616	C8-pos	FALSE	PC(18:0/18:1(9Z))	HMDB0008038	C00157
HILp_QI25304__C36:2 PC	786.6024	HILIC-pos	FALSE	PC(18:0/18:2(9Z,12Z))	HMDB0008039	C00157
C8p_QI30__C36:2 PC	786.6002	C8-pos	FALSE	PC(18:0/18:2(9Z,12Z))	HMDB0008039	C00157
C8p_QI34__C38:3 PC	812.6153	C8-pos	FALSE	PC(18:0/20:3(8Z,11Z,14Z))	HMDB0008047	C00157
C8p_QI33__C38:4 PC	810.5969	C8-pos	FALSE	PC(18:0/20:4(5Z,8Z,11Z,14Z))	HMDB0008048	C00157
C8p_QI29__C36:3 PC	784.5841	C8-pos	FALSE	PC(18:1(9Z)/18:2(9Z,12Z))	HMDB0008105	C00157
C8p_QI28__C36:4 PC-B	782.5677	C8-pos	FALSE	PC(18:2(9Z,12Z)/18:2(9Z,12Z))	HMDB0008138	C00157
C8p_QI35__C38:2 PC	814.6335	C8-pos	FALSE	PC(20:0/18:2(9Z,12Z))	HMDB0008270	C00157
C8p_QI44__C32:0 PE	692.5217	C8-pos	FALSE	PE(16:0/16:0)	HMDB0008923	C00350
C8p_QI45__C34:0 PE	720.5558	C8-pos	FALSE	PE(16:0/18:0)	HMDB0008925	C00350
C8p_QI55__C16:0 SM	703.5744	C8-pos	TRUE	SM(d18:1/16:0)	HMDB0010169	C00550
HILp_QI24373__C16:0 SM	703.5765	HILIC-pos	TRUE	SM(d18:1/16:0)	HMDB0010169	C00550
HILn_QI52__ethyl glucuronide	221.0668	HILIC-neg	TRUE	Ethyl glucuronide	HMDB0010325	NA
C8p_QI74__C18:0 CE	675.6048	C8-pos	TRUE	CE(18:0)	HMDB0010368	C02530
C8p_QI68__C18:3 CE	669.5579	C8-pos	FALSE	CE(18:3(9Z,12Z,15Z))	HMDB0010370	C02530
C8p_QI84__C22:5 CE	721.5886	C8-pos	FALSE	CE(22:5(7Z,10Z,13Z,16Z,19Z))	HMDB0010375	C04230
HILp_TF30__C16:0 LPC	496.3406	HILIC-pos	TRUE	LysoPC(14:0)	HMDB0010379	C04230
HILp_QI13472__C14:0 LPC	468.3091	HILIC-pos	TRUE	LysoPC(14:0)	HMDB0010379	C04230
C8p_QI02__C14:0 LPC	468.3081	C8-pos	TRUE	LysoPC(14:0)	HMDB0010379	C04230
C8p_QI04__C16:0 LPC	496.3397	C8-pos	TRUE	LysoPC(16:0)	HMDB0010382	C04230
HILp_QI14033__C16:1 LPC	494.3249	HILIC-pos	FALSE	LysoPC(16:1(9Z))	HMDB0010383	C04230
C8p_QI03__C16:1 LPC	494.3242	C8-pos	FALSE	LysoPC(16:1(9Z))	HMDB0010383	C04230
HILp_QI15372__C18:0 LPC	524.3726	HILIC-pos	TRUE	LysoPC(18:0)	HMDB0010384	C04230
C8p_QI07__C18:0 LPC	524.371	C8-pos	TRUE	LysoPC(18:0)	HMDB0010384	C04230
C8p_QI05__C18:2 LPC	520.3395	C8-pos	FALSE	LysoPC(18:2(9Z,12Z))	HMDB0010386	C04230
HILp_TF29__C18:2 LPC	520.3407	HILIC-pos	FALSE	LysoPC(18:2(9Z,12Z))	HMDB0010386	C04230
HILp_TF32__C18:3 LPC	518.3239	HILIC-pos	FALSE	LysoPC(18:3(6Z,9Z,12Z))	HMDB0010387	C04230
HILp_QI16955__C20:1 LPC	550.3876	HILIC-pos	FALSE	LysoPC(20:1(11Z))	HMDB0010391	C04230
C8p_QI10__C20:3 LPC	518.3215	C8-pos	FALSE	LysoPC(20:3(5Z,8Z,11Z))	HMDB0010393	C04230
C8p_QI09__C20:4 LPC	544.3386	C8-pos	TRUE	LysoPC(20:4(5Z,8Z,11Z,14Z))	HMDB0010395	C04230
C8p_QI08__C20:5 LPC	542.3214	C8-pos	TRUE	LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))	HMDB0010397	C04230
C8p_QI11__C22:6 LPC	568.3398	C8-pos	TRUE	LysoPC(22:6(4Z,7Z,10Z,13Z,16Z,19Z))	HMDB0010404	C04230
HILp_QI13719__C16:1 LPC plasmalogen	480.3458	HILIC-pos	FALSE	LysoPC(P-16:0)	HMDB0010407	C04230
C8p_QI136__C46:0 TAG	801.694	C8-pos	FALSE	TG(16:0/14:0/16:0)	HMDB0010411	NA
C8p_QI134__C46:1 TAG	799.6784	C8-pos	FALSE	TG(16:0/14:0/16:1(9Z))	HMDB0010412	NA
C8p_QI132__C46:2 TAG	797.6629	C8-pos	FALSE	TG(16:1(9Z)/14:0/16:1(9Z))	HMDB0010419	NA
C8p_QI149__C50:5 TAG	847.6778	C8-pos	FALSE	TG(18:2(9Z,12Z)/14:0/18:3(9Z,12Z,15Z))	HMDB0010471	NA
C8p_QI169__C52:7 TAG	871.6791	C8-pos	FALSE	TG(20:4(5Z,8Z,11Z,14Z)/14:0/18:3(9Z,12Z,15Z))	HMDB0010517	NA
C8p_QI16__C18:0 LPE	482.3242	C8-pos	TRUE	LysoPE(18:0/0:0)	HMDB0011130	C21484
HILp_TF17__C18:0 LPE-A	482.3255	HILIC-pos	FALSE	LysoPE(18:0/0:0)	HMDB0011130	C21484
HILp_TF35__C18:0 LPE-B	482.3249	HILIC-pos	FALSE	LysoPE(18:0/0:0)	HMDB0011130	C21484
C8p_QI91__C18:0 MAG	381.2974	C8-pos	TRUE	MG(18:0/0:0/0:0)	HMDB0011131	NA
C8p_QI38__C34:1 PC plasmalogen	746.6059	C8-pos	FALSE	PC(P-16:0/18:0)	HMDB0011208	NA
C8p_QI37__C34:2 PC plasmalogen	744.5921	C8-pos	FALSE	PC(P-16:0/18:1(9Z))	HMDB0011210	NA
C8p_QI36__C34:4 PC plasmalogen	740.5548	C8-pos	FALSE	PC(P-16:0/18:3(6Z,9Z,12Z))	HMDB0011212	NA
C8p_QI39__C36:5 PC plasmalogen	766.5731	C8-pos	FALSE	PC(P-16:0/20:4(5Z,8Z,11Z,14Z))	HMDB0011220	NA
C8p_QI42__C36:1 PC plasmalogen	774.6361	C8-pos	FALSE	PC(P-18:0/18:0)	HMDB0011241	NA
C8p_QI41__C36:2 PC plasmalogen	772.6212	C8-pos	FALSE	PC(P-18:0/18:1(9Z))	HMDB0011243	NA
C8p_QI43__C38:4 PC plasmalogen	796.6206	C8-pos	FALSE	PC(P-18:0/20:3(8Z,11Z,14Z))	HMDB0011252	NA
C8p_QI40__C36:4 PC plasmalogen	768.5879	C8-pos	FALSE	PC(P-18:1(9Z)/18:2(9Z,12Z))	HMDB0011310	NA
HILp_QI13155__C16:0 LPE	454.2938	HILIC-pos	TRUE	LysoPE(16:0/0:0)	HMDB0011503	NA
C8p_QI13__C16:0 LPE	454.2928	C8-pos	TRUE	LysoPE(16:0/0:0)	HMDB0011503	NA
C8p_QI12__C16:1 LPE	452.277	C8-pos	FALSE	LysoPE(16:1(9Z)/0:0)	HMDB0011504	NA
C8p_QI15__C18:1 LPE	480.3084	C8-pos	FALSE	LysoPE(18:1(9Z)/0:0)	HMDB0011506	NA
C8p_QI14__C18:2 LPE	478.2926	C8-pos	FALSE	LysoPE(18:2(9Z,12Z)/0:0)	HMDB0011507	NA
C8p_QI18__C20:0 LPE	510.3556	C8-pos	TRUE	LysoPE(20:0/0:0)	HMDB0011511	NA
C8p_QI17__C20:4 LPE	502.2933	C8-pos	TRUE	LysoPE(20:4(5Z,8Z,11Z,14Z)/0:0)	HMDB0011517	NA
C8p_QI19__C22:0 LPE	538.3868	C8-pos	TRUE	LysoPE(22:0/0:0)	HMDB0011520	NA
HILp_TF19__C22:6 LPE	526.2926	HILIC-pos	TRUE	LysoPE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)	HMDB0011526	NA
C8p_QI89__C16:1 MAG	339.2506	C8-pos	FALSE	MG(16:1(9Z)/0:0/0:0)	HMDB0011565	NA
C8p_QI93__C22:1 MAG	435.3444	C8-pos	FALSE	MG(22:1(13Z)/0:0/0:0)	HMDB0011582	NA
HILn_QI41__cinnamoylglycine	204.0669	HILIC-neg	TRUE	Cinnamoylglycine	HMDB0011621	NA
C8p_QI62__C24:0 SM	815.6998	C8-pos	TRUE	SM(d18:1/24:0)	HMDB0011697	NA
C8p_QI161__C51:3 TAG	865.7262	C8-pos	FALSE	TG(15:0/16:0/20:3(8Z,11Z,14Z))	HMDB0011701	NA
HILn_QI13__4-hydroxybenzaldehyde	121.0296	HILIC-neg	TRUE	4-Hydroxybenzaldehyde	HMDB0011718	C00633
HILp_QI23736__C14:0 SM	675.5451	HILIC-pos	TRUE	SM(d18:1/14:0)	HMDB0012097	NA
C8p_QI56__C18:1 SM	729.5891	C8-pos	FALSE	SM(d18:1/18:1(9Z))	HMDB0012101	C00550
C8p_QI58__C20:0 SM	759.6369	C8-pos	TRUE	SM(d18:1/20:0)	HMDB0012102	C00550
C8p_QI60__C22:0 SM	787.6648	C8-pos	TRUE	SM(d18:1/22:0)	HMDB0012103	C00550
C8p_QI59__C22:1 SM	785.6526	C8-pos	FALSE	SM(d18:1/22:1(13Z))	HMDB0012104	C00550
C8p_QI61__C24:1 SM	813.6853	C8-pos	FALSE	SM(d18:1/24:1(15Z))	HMDB0012107	C00550
HILp_QI9633__linoleoyl ethanolamide	324.2904	HILIC-pos	TRUE	Linoleoyl ethanolamide	HMDB0012252	NA
C8p_QI48__linoleoylethanolamide	324.2895	C8-pos	TRUE	Linoleoyl ethanolamide	HMDB0012252	NA
HILn_QI81__linoleoyl ethanolamide	322.2758	HILIC-neg	TRUE	Linoleoyl ethanolamide	HMDB0012252	NA
HILp_QI14421__C18:1 LPC plasmalogen	508.3772	HILIC-pos	FALSE	LysoPC(P-18:0)	HMDB0013122	C04230
HILp_QI6844__C3-DC-CH3 carnitine	262.129	HILIC-pos	TRUE	Methylmalonylcarnitine	HMDB0013133	NA
HILp_TF26__beta-guanidinopropionic acid	132.0771	HILIC-pos	TRUE	Beta-Guanidinopropionic acid	HMDB0013222	C03065
HILp_TF27__N-acetylhistamine	154.0978	HILIC-pos	TRUE	N-Acetylhistamine	HMDB0013253	C05135
HILp_QI2981__N6,N6-dimethyllysine	175.1444	HILIC-pos	TRUE	Ne,Ne dimethyllysine	HMDB0013287	C05545
HILp_QI8757__C9 carnitine	302.2331	HILIC-pos	TRUE	Nonanoylcarnitine	HMDB0013288	NA
HILp_QI9164__C10:2 carnitine	312.2172	HILIC-pos	TRUE	2-trans,4-cis-Decadienoylcarnitine	HMDB0013325	NA
HILp_QI10262__C12:1 carnitine	342.2646	HILIC-pos	TRUE	trans-2-Dodecenoylcarnitine	HMDB0013326	NA
HILp_QI11066__C14:2 carnitine	368.2803	HILIC-pos	TRUE	3, 5-Tetradecadiencarnitine	HMDB0013331	NA
